text,label
"Informasi pendaftaran seminar nasional lima tahun lagi","netral"
"Mahasiswa bisa mengakses e-journal dari perpustakaan digital dunia","netral"
"Fasilitas tempat sampah di depan gedung teater tertutup rapat","netral"
"Ruang baca memiliki lampu yang dilengkapi dengan dimmer","netral"
"Pengumuman jadwal KRS online untuk semester genap tiga tahun lagi","netral"
"Kegiatan pelatihan manajemen konflik diadakan","netral"
"Mahasiswa dihimbau untuk tidak membawa barang berharga berlebihan","netral"
"Fasilitas kantin fakultas menyediakan nasi goreng spesial","netral"
"Ruang himpunan mahasiswa terletak di lantai 17","netral"
"Dosen memberikan tugas makalah di setiap awal semester","netral"
"Jadwal bimbingan akademik dilakukan di ruang dosen wali","netral"
"Pendaftaran pelatihan baseball diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan asing diumumkan","netral"
"Fasilitas lapangan basket indoor ber-AC dan berpapan skor elektronik","netral"
"Ruang kelas di lantai 4 digunakan untuk kuliah praktikum malam","netral"
"Pengumuman hasil seleksi program magang di Samoa sudah keluar","netral"
"Kegiatan lomba menulis puisi islami diadakan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan sistem informasi akademik","netral"
"Fasilitas parkir mobil dosen tamu terletak di depan gedung rektorat","netral"
"Ruang baca outdoor memiliki meja dan kursi kayu meranti","netral"
"Dosen memberikan materi dari e-book","netral"
"Jadwal kuliah semester ganjil delapan bulan lagi","netral"
"Pembayaran biaya wisuda gelombang 4 tujuh tahun lagi","netral"
"Informasi beasiswa dari perusahaan farmasi nasional diumumkan","netral"
"Mahasiswa bisa menggunakan ruang pameran untuk pameran desain grafis","netral"
"Fasilitas tempat parkir motor di dekat gedung fakultas teknik lama","netral"
"Ruang himpunan mahasiswa memiliki papan tulis kaca","netral"
"Pengumuman jadwal UAS susulan diumumkan oleh bagian akademik fakultas","netral"
"Kegiatan workshop pembuatan sabun cuci tangan diadakan","netral"
"Mahasiswa diwajibkan mengikuti seminar anti terorisme dan radikalisme","netral"
"Fasilitas klinik kampus melayani pemeriksaan kesehatan mata","netral"
"Ruang baca perpustakaan memiliki koleksi buku biologi","netral"
"Dosen memberikan nilai berdasarkan partisipasi, tugas, dan ujian","netral"
"Jadwal seminar hasil penelitian bisa dilakukan di ruang sidang fakultas","netral"
"Pendaftaran program magang di perusahaan retail nasional dibuka","netral"
"Informasi jadwal pengambilan transkrip nilai empat tahun lagi","netral"
"Mahasiswa bisa meminjam alat mesin bor magnet meja di lab","netral"
"Fasilitas lapangan voli pantai outdoor beratap","netral"
"Ruang kelas memiliki papan tulis yang dilengkapi dengan lampu sorot","netral"
"Pengumuman perubahan jadwal kuliah diumumkan oleh subbagian akademik","netral"
"Kegiatan bakti sosial ke panti jompo diadakan oleh organisasi mahasiswa","netral"
"Mahasiswa baru mendapatkan tempat pensil kampus","netral"
"Fasilitas ruang laktasi terletak di lantai 12 gedung rektorat","netral"
"Ruang himpunan mahasiswa digunakan untuk kegiatan rapat koordinasi","netral"
"Dosen memberikan nilai akhir berdasarkan hasil ujian tengah semester","netral"
"Jadwal praktikum kimia dasar dilakukan di semester 2 dan 3","netral"
"Pembayaran biaya SKS variabel dibayarkan setiap awal tahun","netral"
"Informasi pendaftaran KKN internasional empat tahun lagi","netral"
"Fasilitas tempat sampah di depan gedung kemahasiswaan hijau","netral"
"Ruang baca memiliki kursi yang terbuat dari kayu trembesi","netral"
"Pengumuman jadwal sidang skripsi gelombang 20 sudah keluar","netral"
"Kegiatan pelatihan menulis artikel jurnal diadakan","netral"
"Mahasiswa dihimbau untuk tidak membawa makanan cepat saji ke kelas","netral"
"Fasilitas kantin pusat menyediakan menu nasi uduk betawi","netral"
"Ruang himpunan mahasiswa terletak di dekat gedung perpustakaan","netral"
"Dosen mengajar dengan metode pembelajaran berbasis masalah","netral"
"Jadwal bimbingan skripsi dilakukan di ruang baca perpustakaan","netral"
"Pendaftaran pelatihan kriket diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan daerah diumumkan","netral"
"Mahasiswa bisa meminjam alat mesin gergaji triplek di lab","netral"
"Fasilitas lapangan bulutangkis outdoor beratap","netral"
"Pengumuman hasil seleksi program magang di Vanuatu sudah keluar","netral"
"Kegiatan lomba debat bahasa Tagalog diadakan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan kegiatan kemahasiswaan","netral"
"Fasilitas parkir sepeda motor di dekat gedung fakultas hukum lama","netral"
"Ruang baca outdoor memiliki meja dan kursi kayu jati perhutani","netral"
"Dosen memberikan kuis menggunakan platform online kampus","netral"
"Jadwal kuliah semester pendek sembilan bulan lagi","netral"
"Pembayaran biaya wisuda gelombang 1 delapan tahun lagi","netral"
"Informasi beasiswa dari perusahaan makanan dan minuman nasional diumumkan","netral"
"Mahasiswa bisa menggunakan ruang studio foto untuk foto model","netral"
"Fasilitas tempat parkir motor di dekat gedung fakultas pertanian lama","netral"
"Ruang himpunan mahasiswa memiliki pendingin ruangan dan kipas angin","netral"
"Pengumuman jadwal yudisium gelombang 19 sudah keluar","netral"
"Kegiatan workshop pembuatan lilin aroma terapi diadakan","netral"
"Mahasiswa diwajibkan mengikuti kuliah umum dari praktisi media","netral"
"Fasilitas klinik kampus melayani pemeriksaan kesehatan tulang","netral"
"Ruang baca perpustakaan memiliki koleksi buku matematika","netral"
"Dosen memberikan ujian dalam bentuk esai dan pilihan ganda","netral"
"Jadwal seminar proposal bisa dilakukan di ruang sidang program studi","netral"
"Pendaftaran program magang di perusahaan logistik nasional dibuka","netral"
"Informasi jadwal pengambilan SKPI lima tahun lagi","netral"
"Mahasiswa bisa meminjam alat mesin gergaji besi di lab","netral"
"Fasilitas lapangan sepak bola outdoor berumput alami","netral"
"Ruang kelas memiliki meja dan kursi yang berwarna hijau daun","netral"
"Pengumuman kelulusan ujian kompre diumumkan oleh wakil rektor","netral"
"Kegiatan bakti sosial ke panti asuhan diadakan oleh unit kegiatan mahasiswa","netral"
"Mahasiswa baru mendapatkan buku panduan ospek","netral"
"Fasilitas ruang tunggu di depan ruang wakil rektor memiliki meja bundar","netral"
"Ruang himpunan mahasiswa digunakan untuk pameran produk kreatif","netral"
"Dosen wali memberikan informasi tentang program magang bersertifikat","netral"
"Jadwal praktikum kimia organik dilakukan di semester 8 saja","netral"
"Pembayaran biaya kuliah kerja nyata bisa melalui virtual account bank","netral"
"Informasi pendaftaran seminar internasional lima tahun lagi","netral"
"Fasilitas tempat sampah di depan gedung teater terbuka lebar","netral"
"Ruang baca memiliki lampu yang dilengkapi dengan sensor cahaya","netral"
"Pengumuman jadwal KRS online untuk semester pendek tiga tahun lagi","netral"
"Kegiatan pelatihan manajemen emosi diadakan","netral"
"Mahasiswa dihimbau untuk tidak membawa senjata mainan ke kampus","netral"
"Fasilitas kantin fakultas menyediakan nasi goreng seafood","netral"
"Ruang himpunan mahasiswa terletak di lantai 18","netral"
"Dosen memberikan tugas makalah di setiap akhir pertemuan","netral"
"Jadwal bimbingan akademik dilakukan di ruang tunggu dosen","netral"
"Pendaftaran pelatihan rugby diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan multinasional besar diumumkan","netral"
"Mahasiswa bisa meminjam alat mesin bor kayu di lab","netral"
"Fasilitas lapangan basket indoor ber-AC dan berpapan skor digital","netral"
"Ruang kelas di lantai 2 digunakan untuk kuliah umum fakultas","netral"
"Pengumuman hasil seleksi program magang di Kepulauan Solomon sudah keluar","netral"
"Kegiatan lomba menulis cerpen horor diadakan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan perpustakaan digital","netral"
"Fasilitas parkir mobil dekan terletak di depan gedung fakultas","netral"
"Ruang baca outdoor memiliki meja dan kursi kayu jati emas asli","netral"
"Dosen memberikan materi dari jurnal ilmiah","netral"
"Jadwal kuliah semester genap sembilan bulan lagi","netral"
"Pembayaran biaya wisuda gelombang 2 delapan tahun lagi","netral"
"Informasi beasiswa dari perusahaan tekstil nasional diumumkan","netral"
"Fasilitas tempat parkir motor di dekat gedung fakultas peternakan lama","netral"
"Ruang himpunan mahasiswa memiliki koneksi internet cepat","netral"
"Pengumuman jadwal UAS susulan diumumkan oleh wakil dekan bidang akademik","netral"
"Kegiatan workshop pembuatan pot bunga diadakan","netral"
"Mahasiswa diwajibkan mengikuti seminar anti hoax dan ujaran kebencian","netral"
"Fasilitas klinik kampus melayani pemeriksaan kesehatan kulit","netral"
"Ruang baca perpustakaan memiliki koleksi buku fisika","netral"
"Dosen memberikan nilai berdasarkan kehadiran dan partisipasi","netral"
"Jadwal seminar hasil penelitian bisa dilakukan di ruang sidang program studi","netral"
"Pendaftaran program magang di perusahaan properti nasional dibuka","netral"
"Informasi jadwal pengambilan ijazah lima tahun lagi","netral"
"Mahasiswa bisa meminjam alat mesin gergaji besi manual di lab","netral"
"Fasilitas lapangan voli pantai indoor ber-AC dan berpapan skor","netral"
"Ruang kelas memiliki papan tulis yang dilengkapi dengan spidol warna-warni","netral"
"Pengumuman perubahan jadwal praktikum diumumkan oleh koordinator praktikum","netral"
"Kegiatan bakti sosial ke panti werdha diadakan oleh unit kegiatan mahasiswa","netral"
"Mahasiswa baru mendapatkan mug kampus","netral"
"Fasilitas ruang laktasi terletak di lantai 13 gedung rektorat","netral"
"Ruang himpunan mahasiswa digunakan untuk kegiatan sosialisasi program","netral"
"Dosen memberikan nilai akhir berdasarkan ujian akhir semester","netral"
"Jadwal praktikum kimia analitik dilakukan di semester 8 saja","netral"
"Pembayaran biaya SKS variabel dibayarkan setiap akhir tahun ajaran","netral"
"Informasi pendaftaran KKN tematik lima tahun lagi","netral"
"Mahasiswa bisa mengakses jurnal internasional dari perpustakaan nasional","netral"
"Fasilitas tempat sampah di depan gedung kemahasiswaan biru","netral"
"Ruang baca memiliki kursi yang terbuat dari kayu sungkai","netral"
"Pengumuman jadwal sidang skripsi gelombang 21 sudah keluar","netral"
"Kegiatan pelatihan menulis proposal PKM diadakan","netral"
"Mahasiswa dihimbau untuk tidak membawa minuman energi ke perpustakaan","netral"
"Fasilitas kantin pusat menyediakan menu nasi goreng kambing","netral"
"Ruang himpunan mahasiswa terletak di dekat gedung administrasi","netral"
"Dosen mengajar dengan metode pembelajaran berbasis proyek","netral"
"Jadwal bimbingan skripsi dilakukan di ruang seminar fakultas","netral"
"Pendaftaran pelatihan polo air diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan BUMN besar diumumkan","netral"
"Mahasiswa bisa meminjam alat mesin gergaji mesin di lab","netral"
"Fasilitas lapangan bulutangkis indoor ber-AC dan berkarpet","netral"
"Ruang kelas di lantai 3 digunakan untuk kuliah umum universitas","netral"
"Pengumuman hasil seleksi program magang di Kiribati sudah keluar","netral"
"Kegiatan lomba debat bahasa Swahili diadakan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan laboratorium komputer","netral"
"Fasilitas parkir sepeda motor di dekat gedung fakultas ekonomi lama","netral"
"Ruang baca outdoor memiliki meja dan kursi kayu akasia asli","netral"
"Dosen memberikan kuis menggunakan aplikasi ujian online kampus","netral"
"Jadwal kuliah semester pendek sepuluh bulan lagi","netral"
"Pembayaran biaya wisuda gelombang 3 delapan tahun lagi","netral"
"Mahasiswa bisa menggunakan ruang studio rekaman untuk rekaman podcast","netral"
"Fasilitas tempat parkir motor di dekat gedung fakultas kedokteran lama","netral"
"Ruang himpunan mahasiswa memiliki papan pengumuman elektronik","netral"
"Pengumuman jadwal yudisium gelombang 20 sudah keluar","netral"
"Kegiatan workshop pembuatan tas kain diadakan","netral"
"Mahasiswa diwajibkan mengikuti kuliah umum dari praktisi teknologi","netral"
"Fasilitas klinik kampus melayani pemeriksaan kesehatan telinga","netral"
"Ruang baca perpustakaan memiliki koleksi buku kimia","netral"
"Dosen memberikan ujian dalam bentuk lisan","netral"
"Jadwal seminar proposal bisa dilakukan di ruang sidang jurusan","netral"
"Pendaftaran program magang di perusahaan konstruksi nasional dibuka","netral"
"Informasi jadwal pengambilan transkrip nilai lima tahun lagi","netral"
"Mahasiswa bisa meminjam alat mesin gergaji pita besi di lab","netral"
"Fasilitas lapangan sepak bola indoor berumput sintetis dan ber-AC","netral"
"Ruang kelas memiliki meja dan kursi yang berwarna ungu","netral"
"Pengumuman kelulusan ujian skripsi diumumkan oleh dekan fakultas","netral"
"Kegiatan bakti sosial ke panti asuhan diadakan oleh lembaga kemahasiswaan","netral"
"Mahasiswa baru mendapatkan topi wisuda mini","netral"
"Fasilitas ruang tunggu di depan ruang rektor memiliki meja dan kursi tamu","netral"
"Ruang himpunan mahasiswa digunakan untuk pameran inovasi mahasiswa","netral"
"Dosen wali memberikan informasi tentang program IISMA dan KMMI","netral"
"Jadwal praktikum biologi dasar dilakukan di semester 3 saja","netral"
"Informasi pendaftaran seminar nasional enam tahun lagi","netral"
"Fasilitas tempat sampah di depan gedung teater tertutup otomatis","netral"
"Ruang baca memiliki lampu yang dilengkapi dengan sensor gerak dan cahaya","netral"
"Pengumuman jadwal KRS online untuk semester ganjil empat tahun lagi","netral"
"Kegiatan pelatihan manajemen proyek diadakan","netral"
"Mahasiswa dihimbau untuk tidak membawa benda berbahaya ke kampus","netral"
"Fasilitas kantin fakultas menyediakan nasi goreng pete","netral"
"Ruang himpunan mahasiswa terletak di lantai 19","netral"
"Dosen memberikan tugas makalah di setiap pertemuan tatap muka","netral"
"Jadwal bimbingan akademik dilakukan di ruang baca fakultas","netral"
"Pendaftaran pelatihan anggar pedang diadakan oleh UKM","netral"
"Informasi lowongan kerja di perusahaan swasta besar diumumkan","netral"
"Mahasiswa bisa meminjam alat mesin bor duduk kayu di lab","netral"
"Fasilitas lapangan basket outdoor ber-AC dan beratap","netral"
"Ruang kelas di lantai 4 digunakan untuk kuliah umum universitas","netral"
"Pengumuman hasil seleksi program magang di Nauru sudah keluar","netral"
"Kegiatan lomba menulis cerpen remaja diadakan","netral"
"Mahasiswa baru diwajibkan mengikuti kegiatan pengenalan sistem keuangan kampus","netral"
"Fasilitas parkir mobil kaprodi terletak di samping gedung jurusan","netral"
"Ruang baca outdoor memiliki meja dan kursi kayu bengkirai asli","netral"
"Dosen memberikan materi dari hasil penelitian terbaru","netral"
"Jadwal kuliah semester ganjil sepuluh bulan lagi","netral"
"Pembayaran biaya wisuda gelombang 4 delapan tahun lagi","netral"
"Informasi beasiswa dari perusahaan elektronik nasional diumumkan","netral"
"Mahasiswa bisa menggunakan ruang pameran untuk pameran karya seni","netral"
"Fasilitas tempat parkir motor di dekat gedung fakultas ilmu sosial lama","netral"
"Ruang himpunan mahasiswa memiliki pendingin ruangan dan proyektor","netral"
"Pengumuman jadwal UAS susulan diumumkan oleh kepala bagian akademik","netral"
"Kegiatan workshop pembuatan kerajinan dari barang bekas diadakan","netral"
"Mahasiswa diwajibkan mengikuti seminar anti narkoba dan psikotropika","netral"
"Fasilitas klinik kampus melayani pemeriksaan kesehatan hidung","netral"
"Ruang baca perpustakaan memiliki koleksi buku bahasa Indonesia","netral"
"Dosen memberikan nilai berdasarkan tugas dan partisipasi","netral"
"Jadwal seminar hasil penelitian bisa dilakukan di ruang sidang jurusan","netral"
"Pendaftaran program magang di perusahaan media massa dibuka","netral"
"Informasi jadwal pengambilan SKPI enam tahun lagi","netral"
"Mahasiswa bisa meminjam alat mesin gergaji besi listrik di lab","netral"
"Fasilitas lapangan voli pantai outdoor berpasir putih","netral"
"Ruang kelas memiliki papan tulis yang dilengkapi dengan penghapus elektrik","netral"
"Pengumuman perubahan jadwal kuliah diumumkan oleh staf akademik","netral"
"Kegiatan bakti sosial ke panti jompo diadakan oleh lembaga kemahasiswaan","netral"
"Mahasiswa baru mendapatkan kaos kampus","netral"
"Fasilitas ruang laktasi terletak di lantai 14 gedung rektorat","netral"
"Wifi kampus kenceng parah, download cepet.","positif"
"Beasiswa cair, alhamdulillah tepat waktu.","positif"
"Dosen killer tapi ilmunya nempel terus.","positif"
"Ruang baca 24 jam, penyelamat deadline.","positif"
"UKT turun, beban ortu berkurang.","positif"
"BEM transparan soal dana kegiatan.","positif"
"KRS online lancar, gak error sedikitpun.","positif"
"AC kelas dingin, enak buat fokus.","positif"
"Kantin murah, porsi banyak, enak lagi.","positif"
"Satpam ramah, bantuin nyebrang jalan.","positif"
"Parkir luas, gak perlu rebutan tempat.","positif"
"Staff TU gercep, gak pake lama.","positif"
"Jurnal internasional aksesnya gratis.","positif"
"Kampus bersih, gak ada sampah berserakan.","positif"
"Respon prodi cepet pas ada masalah.","positif"
"WiFi kampus stabil buat zoom.","positif"
"Ruang diskusi enak dan adem.","positif"
"Minjem buku gampang, petugasnya baik.","positif"
"KRS gak bentrok, jadwal rapi.","positif"
"Kampus adem, banyak pohon rindang.","positif"
"Web kampus mobile friendly banget.","positif"
"Materi kuliah bisa didownload gratis.","positif"
"Kuliah hybrid membantu banget.","positif"
"Klinik gratis, obat lengkap.","positif"
"Ada charger station di selasar.","positif"
"Prodi dengerin aspirasi mahasiswa.","positif"
"Dosen pembimbing fast respon.","positif"
"Toilet bersih, wangi, air lancar.","positif"
"Lapangan basket dicat ulang.","positif"
"Fasilitas olahraga lumayan lengkap.","positif"
"Koperasi mahasiswa murah.","positif"
"Sistem antrian bimbingan online adil.","positif"
"Bisa pinjem ruang buat rapat.","positif"
"Seminar gratis dapet sertifikat.","positif"
"Pelatihan TOEFL murah di UPT.","positif"
"Staff kebersihan ramah.","positif"
"Loker aman, gak ada maling.","positif"
"KTM multifungsi buat parkir.","positif"
"Taman kampus enak buat santai.","positif"
"Koleksi e-book perpus banyak.","positif"
"Kelas ada smart TV nya.","positif"
"Ruang laktasi tersedia.","positif"
"Jalur pedestrian aman.","positif"
"Program magang kampus keren.","positif"
"Bantuan kuota internet ada.","positif"
"Konseling gratis buat kesehatan mental.","positif"
"UKT bisa dicicil.","positif"
"Info beasiswa dishare cepet.","positif"
"Tim robot juara internasional.","positif"
"Bangga jadi mahasiswa sini.","positif"
"Kantin tutup malam, gak kelaparan.","positif"
"Fotokopi murah di koperasi.","positif"
"Air minum galon selalu isi.","positif"
"Wifi tembus 100Mbps di lab.","positif"
"Alhamdulillah bisa lulus tepat waktu.","positif"
"Yudisium online, gak ribet.","positif"
"Kampus ramah difabel.","positif"
"Bank sampah berjalan baik.","positif"
"Program inkubasi bisnis membantu.","positif"
"Donor darah rutin diadakan.","positif"
"Konser akhir tahun meriah.","positif"
"Pujian buat petugas kebersihan.","positif"
"Sistem informasi kemahasiswaan oke.","positif"
"Kritik langsung direspon prodi.","positif"
"Asuransi kecelakaan disediakan.","positif"
"Transkrip digital bisa diakses alumni.","positif"
"Pembelajaran VR di kedokteran canggih.","positif"
"Dosen ingat nama mahasiswanya.","positif"
"Biaya daftar ulang terjangkau.","positif"
"Ruang organisasi mahasiswa layak.","positif"
"Program student mobility murah.","positif"
"Pelayanan surat menyurat cepet.","positif"
"Atap parkir motor bikin adem.","positif"
"Lapangan futsal bagus.","positif"
"Kelas bersih tiap pagi.","positif"
"UKT worth it sama fasilitas.","positif"
"Internet kampus bebas blokir.","positif"
"Dosen muda enak diajak diskusi.","positif"
"Tugas kelompok difasilitasi ruangan.","positif"
"Kegiatan UKM beragam dan seru.","positif"
"Pengumuman penting gak mendadak.","positif"
"Sidang skripsi lancar dan cepat.","positif"
"Kampusnya instagramable.","positif"
"Tempat ibadah bersih dan luas.","positif"
"Keamanan kampus 24 jam.","positif"
"Kendaraan umum akses mudah.","positif"
"Biaya hidup di sekitar kampus murah.","positif"
"Banyak beasiswa internal.","positif"
"Bimbingan karir gratis.","positif"
"Alumni sukses banyak.","positif"
"Jaringan alumni kuat.","positif"
"Kuliah tamu inspiratif.","positif"
"Fasilitas podcast kampus keren.","positif"
"Studio musik lengkap.","positif"
"Ruang teater representatif.","positif"
"Kantin jualan makanan sehat.","positif"
"Jam operasional perpus panjang.","positif"
"Sistem parkir tertata.","positif"
"Gedung rektorat megah.","positif"
"Ruang kelas nyaman.","positif"
"Papan tulis digital.","positif"
"Sound system kelas jernih.","positif"
"Kursi kuliah empuk.","positif"
"Jendela kelas besar.","positif"
"Ventilasi udara bagus.","positif"
"Kampus bebas banjir.","positif"
"Lingkungan kampus hijau.","positif"
"Penanganan sampah terpilah.","positif"
"Kampanye go green aktif.","positif"
"Kegiatan sosial mahasiswa banyak.","positif"
"Bakti sosial rutin.","positif"
"Pengabdian masyarakat berdampak.","positif"
"Mahasiswa berprestasi diapresiasi.","positif"
"Penghargaan buat mahasiswa berprestasi.","positif"
"Suasana akademik terasa.","positif"
"Kompetisi ilmiah didukung penuh.","positif"
"Pendanaan PKM transparan.","positif"
"Proses PKM gak dipersulit.","positif"
"Pembimbing PKM kompeten.","positif"
"Administrasi PKM gak ribet.","positif"
"Pelaporan PKM dibantu.","positif"
"Seminar proposal gak serem.","positif"
"Penguji skripsi membangun.","positif"
"Revisi skripsi gak bertele-tele.","positif"
"Wisuda meriah tapi khidmat.","positif"
"Prosesi wisuda tertib.","positif"
"Fotografer wisuda profesional.","positif"
"Konsumsi wisuda lumayan.","positif"
"Lokasi wisuda strategis.","positif"
"Orang tua diundang dengan baik.","positif"
"Suvenir wisuda bermanfaat.","positif"
"Ikatan alumni solid.","positif"
"Wifi lemot parah, buang kuota doang.","negatif"
"UKT naik tapi kelas gak berubah.","negatif"
"Toilet bau pesing gak ada air.","negatif"
"Dosen ghosting, bimbingan molor.","negatif"
"Birokrasi ribet, bolak-balik gak jelas.","negatif"
"Parkir motor sempit dan becek.","negatif"
"AC mati, kuliah kayak di neraka.","negatif"
"Server KRS down tiap semester.","negatif"
"Staff jutek, muka galak melulu.","negatif"
"BEM kerjanya gak jelas, cuma pansos.","negatif"
"UKT mahal tapi gak dapet kuota.","negatif"
"Wisuda bayar sejuta lebih.","negatif"
"Kursi kelas patah, bahaya.","negatif"
"Kantin mahal, porsi dikit.","negatif"
"Satpam galak, nyamperin gak sopan.","negatif"
"Buku perpus jadul semua.","negatif"
"Dosen cuma nyuruh presentasi doang.","negatif"
"Proyektor burem, gak keliatan.","negatif"
"Jalan kampus bolong dimana-mana.","negatif"
"UKT gak bisa dicicil, berat.","negatif"
"Gak ada lift, capek naik tangga.","negatif"
"Susah sinyal di dalem kelas.","negatif"
"Pencairan dana PKM lambat.","negatif"
"Portal akademik error mulu.","negatif"
"Kampus banjir parah kalau hujan.","negatif"
"Penanganan kasus kekerasan lambat.","negatif"
"Dosen gak kompeten ngajar.","negatif"
"Fotokopi dekat gerbang nipu.","negatif"
"Tukang parkir liar merajalela.","negatif"
"Tugas numpuk gak ada libur.","negatif"
"Pengumuman penting mendadak.","negatif"
"Ruang UKM kumuh dan sempit.","negatif"
"KTM rusak ganti bayar mahal.","negatif"
"Gak ada tempat sampah terpilah.","negatif"
"Bau rokok dimana-mana.","negatif"
"Keamanan helm rawan hilang.","negatif"
"Air minum galon kosong terus.","negatif"
"Kelas pengganti selalu Sabtu.","negatif"
"Sidang skripsi dipersulit.","negatif"
"Jadwal kuliah ganti seenaknya.","negatif"
"Listrik sering mati saat presentasi.","negatif"
"Dosen menelantarkan bimbingan.","negatif"
"Birokrasi legalisir ijazah lama.","negatif"
"Kipas angin berisik.","negatif"
"Program MBKM gak sinkron.","negatif"
"Koleksi buku perpus ketinggalan zaman.","negatif"
"Pendaftaran seminar error.","negatif"
"Kampus gersang, panas banget.","negatif"
"Klaim asuransi susah.","negatif"
"Rektorat abaikan demo mahasiswa.","negatif"
"Penerangan minim, rawan kriminal.","negatif"
"Fasilitas lift cuma buat dosen.","negatif"
"Yudisium banyak syarat gak penting.","negatif"
"Akses kursi roda minim.","negatif"
"Penilaian dosen subjektif.","negatif"
"Papan pengumuman gak update.","negatif"
"Vandalisme dibiarkan.","negatif"
"Kasus kehilangan helm banyak.","negatif"
"Kelas bocor pas hujan.","negatif"
"Petugas perpus kasar.","negatif"
"Koneksi VPN putus nyambung.","negatif"
"Pengumuman hasil ujian telat.","negatif"
"Pemilihan BEM gak transparan.","negatif"
"Dana UKM dipotong.","negatif"
"Kelas karyawan gak ada.","negatif"
"Jadwal bentrok terus.","negatif"
"Tidak ada ruang ibadah memadai.","negatif"
"Pungli surat keterangan aktif.","negatif"
"Ruang baca berisik.","negatif"
"Website prodi gak update.","negatif"
"Parkir mobil sempit.","negatif"
"Antrian TU lama.","negatif"
"Kebersihan toilet gak terjaga.","negatif"
"Kantin tutup pas maghrib.","negatif"
"Fasilitas mahasiswa difabel kurang.","negatif"
"Koneksi internet lab lambat.","negatif"
"Sistem antrian bimbingan gak adil.","negatif"
"Biaya daftar ulang naik diam-diam.","negatif"
"Kasus pelecehan ditutup-tutupi.","negatif"
"Inkubasi bisnis cuma formalitas.","negatif"
"Jadwal pengganti gak konfirmasi.","negatif"
"Standar nilai gak adil.","negatif"
"Kegiatan himpunan bentrok kuliah.","negatif"
"Pendaftaran wisuda ribet.","negatif"
"Batas upload revisi mepet.","negatif"
"Dosen wali sulit ditemui.","negatif"
"KTM gak bisa buat parkir.","negatif"
"Peminjaman proyektor ribet.","negatif"
"Ruang kelas bocor.","negatif"
"Kursi banyak coretan.","negatif"
"Lantai kelas kotor.","negatif"
"Jendela kelas rusak.","negatif"
"Pintu kelas susah dibuka.","negatif"
"Gorden kelas sobek.","negatif"
"Lampu kelas redup.","negatif"
"Saluran air mampet.","negatif"
"Atap gedung bocor.","negatif"
"Tembok retak.","negatif"
"Cat tembok kusam.","negatif"
"Lingkungan kampus kotor.","negatif"
"Banyak tikus di kantin.","negatif"
"Kecoa di toilet.","negatif"
"Nyamuk di kelas.","negatif"
"Semut di meja.","negatif"
"Sampah menumpuk.","negatif"
"Bau sampah menyengat.","negatif"
"Selokan mampet.","negatif"
"Jalanan licin berlumut.","negatif"
"Tangga darurat gelap.","negatif"
"Lift sering macet.","negatif"
"Eskaator gak berfungsi.","negatif"
"Ruang tunggu dosen sempit.","negatif"
"Ruang administrasi pengap.","negatif"
"Fotokopi antri lama.","negatif"
"ATM sering kosong.","negatif"
"Parkir sepeda gak ada.","negatif"
"Bus kampus gak tepat waktu.","negatif"
"Halte bus gak beratap.","negatif"
"Fasilitas olahraga minim.","negatif"
"Alat fitness rusak.","negatif"
"Lapangan basket becek.","negatif"
"Lapangan voli gak rata.","negatif"
"Gawang futsal bolong.","negatif"
"Jaring basket sobek.","negatif"
"Ruang ganti gak layak.","negatif"
"Ruang UKM pengap.","negatif"
"Studio musik kedap suara jelek.","negatif"
"Alat band rusak.","negatif"
"Ruang teater gak representatif.","negatif"
"Panggung keropos.","negatif"
"Sound system horeg.","negatif"
"Kabel mic putus.","negatif"
"Stand mic patah.","negatif"
"Kursi penonton rusak.","negatif"
"Ruang registrasi pukul delapan pagi.","netral"
"Ruang tiga nol empat di lantai tiga.","netral"
"Kuliah umum jam sepuluh pagi.","netral"
"Pendaftaran PKKMB gelombang dua.","netral"
"Batas isi KRS sampai Jumat.","netral"
"UAS dimulai tanggal dua belas Juni.","netral"
"Perpustakaan buka jam delapan.","netral"
"Pengumuman beasiswa di mading depan.","netral"
"Fakultas Ekonomi di lantai dua.","netral"
"Mahasiswa harap isi survei online.","netral"
"Jadwal bimbingan sesuai kesepakatan.","netral"
"Bawa KTM saat ujian berlangsung.","netral"
"Bus kampus datang lima belas menit lagi.","netral"
"Rapat BEM di Student Center lantai satu.","netral"
"Pembayaran UKT via Virtual Account.","netral"
"Kuliah daring via Zoom meeting.","netral"
"Mahasiswa akhir harap lapor diri.","netral"
"Ambil jaket almamater di sekretariat.","netral"
"Jadwal seminar proposal minggu depan.","netral"
"Pendaftaran magang dibuka hari ini.","netral"
"Kumpul tugas di e-learning prodi.","netral"
"Password SIMAK direset enam bulan sekali.","netral"
"Prodi membuka kelas karyawan.","netral"
"KRS maksimal dua puluh empat SKS.","netral"
